date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,EuroStoxx600_N0,EuroStoxx600_N1,EuroStoxx600_N2,EuroStoxx600_N3,EuroStoxx600_N4,EuroStoxx600_N5,EuroStoxx600_N6
1991-02-25,O,1991-02-25 01:50:00,1991-02-25 16:00:00,1991-02-25 11:29:00,1991-02-25 11:30:00,4913,,,,,,,
1991-02-26,O,1991-02-26 01:50:00,1991-02-26 16:00:00,1991-02-26 11:29:00,1991-02-26 11:30:00,4912,,,,,,,
1991-02-27,O,1991-02-27 01:50:00,1991-02-27 16:00:00,1991-02-27 11:29:00,1991-02-27 11:30:00,4911,,,,,,,
1991-02-28,O,1991-02-28 01:50:00,1991-02-28 16:00:00,1991-02-28 11:29:00,1991-02-28 11:30:00,4910,,,,,,,
1991-03-01,O,1991-03-01 01:50:00,1991-03-01 16:00:00,1991-03-01 11:29:00,1991-03-01 11:30:00,4909,,,,,,,
1991-03-04,O,1991-03-04 01:50:00,1991-03-04 16:00:00,1991-03-04 11:29:00,1991-03-04 11:30:00,4908,,,,,,,
1991-03-05,O,1991-03-05 01:50:00,1991-03-05 16:00:00,1991-03-05 11:29:00,1991-03-05 11:30:00,4907,,,,,,,
1991-03-06,O,1991-03-06 01:50:00,1991-03-06 16:00:00,1991-03-06 11:29:00,1991-03-06 11:30:00,4906,,,,,,,
1991-03-07,O,1991-03-07 01:50:00,1991-03-07 16:00:00,1991-03-07 11:29:00,1991-03-07 11:30:00,4905,,,,,,,
1991-03-08,O,1991-03-08 01:50:00,1991-03-08 16:00:00,1991-03-08 11:29:00,1991-03-08 11:30:00,4904,,,,,,,
1991-03-11,O,1991-03-11 01:50:00,1991-03-11 16:00:00,1991-03-11 11:29:00,1991-03-11 11:30:00,4903,,,,,,,
1991-03-12,O,1991-03-12 01:50:00,1991-03-12 16:00:00,1991-03-12 11:29:00,1991-03-12 11:30:00,4902,,,,,,,
1991-03-13,O,1991-03-13 01:50:00,1991-03-13 16:00:00,1991-03-13 11:29:00,1991-03-13 11:30:00,4901,,,,,,,
1991-03-14,O,1991-03-14 01:50:00,1991-03-14 16:00:00,1991-03-14 11:29:00,1991-03-14 11:30:00,4900,,,,,,,
1991-03-15,O,1991-03-15 01:50:00,1991-03-15 16:00:00,1991-03-15 11:29:00,1991-03-15 11:30:00,4899,,,,,,,
1991-03-18,O,1991-03-18 01:50:00,1991-03-18 16:00:00,1991-03-18 11:29:00,1991-03-18 11:30:00,4898,,,,,,,
1991-03-19,O,1991-03-19 01:50:00,1991-03-19 16:00:00,1991-03-19 11:29:00,1991-03-19 11:30:00,4897,,,,,,,
1991-03-20,O,1991-03-20 01:50:00,1991-03-20 16:00:00,1991-03-20 11:29:00,1991-03-20 11:30:00,4896,,,,,,,
1991-03-21,O,1991-03-21 01:50:00,1991-03-21 16:00:00,1991-03-21 11:29:00,1991-03-21 11:30:00,4895,,,,,,,
1991-03-22,O,1991-03-22 01:50:00,1991-03-22 16:00:00,1991-03-22 11:29:00,1991-03-22 11:30:00,4894,,,,,,,
1991-03-25,O,1991-03-25 01:50:00,1991-03-25 16:00:00,1991-03-25 11:29:00,1991-03-25 11:30:00,4893,,,,,,,
1991-03-26,O,1991-03-26 01:50:00,1991-03-26 16:00:00,1991-03-26 11:29:00,1991-03-26 11:30:00,4892,,,,,,,
1991-03-27,O,1991-03-27 01:50:00,1991-03-27 16:00:00,1991-03-27 11:29:00,1991-03-27 11:30:00,4891,,,,,,,
1991-03-28,O,1991-03-28 01:50:00,1991-03-28 16:00:00,1991-03-28 11:29:00,1991-03-28 11:30:00,4890,,,,,,,
1991-03-29,X,,,,,,,,,,,,
1991-04-01,X,,,,,,,,,,,,
1991-04-02,O,1991-04-02 00:50:00,1991-04-02 15:00:00,1991-04-02 10:29:00,1991-04-02 10:30:00,4889,,,,,,,
1991-04-03,O,1991-04-03 00:50:00,1991-04-03 15:00:00,1991-04-03 10:29:00,1991-04-03 10:30:00,4888,,,,,,,
1991-04-04,O,1991-04-04 00:50:00,1991-04-04 15:00:00,1991-04-04 10:29:00,1991-04-04 10:30:00,4887,,,,,,,
1991-04-05,O,1991-04-05 00:50:00,1991-04-05 15:00:00,1991-04-05 10:29:00,1991-04-05 10:30:00,4886,,,,,,,
1991-04-08,O,1991-04-08 01:50:00,1991-04-08 16:00:00,1991-04-08 11:29:00,1991-04-08 11:30:00,4885,,,,,,,
1991-04-09,O,1991-04-09 01:50:00,1991-04-09 16:00:00,1991-04-09 11:29:00,1991-04-09 11:30:00,4884,,,,,,,
1991-04-10,O,1991-04-10 01:50:00,1991-04-10 16:00:00,1991-04-10 11:29:00,1991-04-10 11:30:00,4883,,,,,,,
1991-04-11,O,1991-04-11 01:50:00,1991-04-11 16:00:00,1991-04-11 11:29:00,1991-04-11 11:30:00,4882,,,,,,,
1991-04-12,O,1991-04-12 01:50:00,1991-04-12 16:00:00,1991-04-12 11:29:00,1991-04-12 11:30:00,4881,,,,,,,
1991-04-15,O,1991-04-15 01:50:00,1991-04-15 16:00:00,1991-04-15 11:29:00,1991-04-15 11:30:00,4880,,,,,,,
1991-04-16,O,1991-04-16 01:50:00,1991-04-16 16:00:00,1991-04-16 11:29:00,1991-04-16 11:30:00,4879,,,,,,,
1991-04-17,O,1991-04-17 01:50:00,1991-04-17 16:00:00,1991-04-17 11:29:00,1991-04-17 11:30:00,4878,,,,,,,
1991-04-18,O,1991-04-18 01:50:00,1991-04-18 16:00:00,1991-04-18 11:29:00,1991-04-18 11:30:00,4877,,,,,,,
1991-04-19,O,1991-04-19 01:50:00,1991-04-19 16:00:00,1991-04-19 11:29:00,1991-04-19 11:30:00,4876,,,,,,,
1991-04-22,O,1991-04-22 01:50:00,1991-04-22 16:00:00,1991-04-22 11:29:00,1991-04-22 11:30:00,4875,,,,,,,
1991-04-23,O,1991-04-23 01:50:00,1991-04-23 16:00:00,1991-04-23 11:29:00,1991-04-23 11:30:00,4874,,,,,,,
1991-04-24,O,1991-04-24 01:50:00,1991-04-24 16:00:00,1991-04-24 11:29:00,1991-04-24 11:30:00,4873,,,,,,,
1991-04-25,O,1991-04-25 01:50:00,1991-04-25 16:00:00,1991-04-25 11:29:00,1991-04-25 11:30:00,4872,,,,,,,
1991-04-26,O,1991-04-26 01:50:00,1991-04-26 16:00:00,1991-04-26 11:29:00,1991-04-26 11:30:00,4871,,,,,,,
1991-04-29,O,1991-04-29 01:50:00,1991-04-29 16:00:00,1991-04-29 11:29:00,1991-04-29 11:30:00,4870,,,,,,,
1991-04-30,O,1991-04-30 01:50:00,1991-04-30 16:00:00,1991-04-30 11:29:00,1991-04-30 11:30:00,4869,,,,,,,
1991-05-01,X,,,,,,,,,,,,
1991-05-02,O,1991-05-02 01:50:00,1991-05-02 16:00:00,1991-05-02 11:29:00,1991-05-02 11:30:00,4868,,,,,,,
1991-05-03,O,1991-05-03 01:50:00,1991-05-03 16:00:00,1991-05-03 11:29:00,1991-05-03 11:30:00,4867,,,,,,,
1991-05-06,O,1991-05-06 01:50:00,1991-05-06 16:00:00,1991-05-06 11:29:00,1991-05-06 11:30:00,4866,,,,,,,
1991-05-07,O,1991-05-07 01:50:00,1991-05-07 16:00:00,1991-05-07 11:29:00,1991-05-07 11:30:00,4865,,,,,,,
1991-05-08,O,1991-05-08 01:50:00,1991-05-08 16:00:00,1991-05-08 11:29:00,1991-05-08 11:30:00,4864,,,,,,,
1991-05-09,X,,,,,,,,,,,,
1991-05-10,O,1991-05-10 01:50:00,1991-05-10 16:00:00,1991-05-10 11:29:00,1991-05-10 11:30:00,4863,,,,,,,
1991-05-13,O,1991-05-13 01:50:00,1991-05-13 16:00:00,1991-05-13 11:29:00,1991-05-13 11:30:00,4862,,,,,,,
1991-05-14,O,1991-05-14 01:50:00,1991-05-14 16:00:00,1991-05-14 11:29:00,1991-05-14 11:30:00,4861,,,,,,,
1991-05-15,O,1991-05-15 01:50:00,1991-05-15 16:00:00,1991-05-15 11:29:00,1991-05-15 11:30:00,4860,,,,,,,
1991-05-16,O,1991-05-16 01:50:00,1991-05-16 16:00:00,1991-05-16 11:29:00,1991-05-16 11:30:00,4859,,,,,,,
1991-05-17,O,1991-05-17 01:50:00,1991-05-17 16:00:00,1991-05-17 11:29:00,1991-05-17 11:30:00,4858,,,,,,,
1991-05-20,X,,,,,,,,,,,,
1991-05-21,O,1991-05-21 01:50:00,1991-05-21 16:00:00,1991-05-21 11:29:00,1991-05-21 11:30:00,4857,,,,,,,
1991-05-22,O,1991-05-22 01:50:00,1991-05-22 16:00:00,1991-05-22 11:29:00,1991-05-22 11:30:00,4856,,,,,,,
1991-05-23,O,1991-05-23 01:50:00,1991-05-23 16:00:00,1991-05-23 11:29:00,1991-05-23 11:30:00,4855,,,,,,,
1991-05-24,O,1991-05-24 01:50:00,1991-05-24 16:00:00,1991-05-24 11:29:00,1991-05-24 11:30:00,4854,,,,,,,
1991-05-27,O,1991-05-27 01:50:00,1991-05-27 16:00:00,1991-05-27 11:29:00,1991-05-27 11:30:00,4853,,,,,,,
1991-05-28,O,1991-05-28 01:50:00,1991-05-28 16:00:00,1991-05-28 11:29:00,1991-05-28 11:30:00,4852,,,,,,,
1991-05-29,O,1991-05-29 01:50:00,1991-05-29 16:00:00,1991-05-29 11:29:00,1991-05-29 11:30:00,4851,,,,,,,
1991-05-30,X,,,,,,,,,,,,
1991-05-31,O,1991-05-31 01:50:00,1991-05-31 16:00:00,1991-05-31 11:29:00,1991-05-31 11:30:00,4850,,,,,,,
1991-06-03,O,1991-06-03 01:50:00,1991-06-03 16:00:00,1991-06-03 11:29:00,1991-06-03 11:30:00,4849,,,,,,,
1991-06-04,O,1991-06-04 01:50:00,1991-06-04 16:00:00,1991-06-04 11:29:00,1991-06-04 11:30:00,4848,,,,,,,
1991-06-05,O,1991-06-05 01:50:00,1991-06-05 16:00:00,1991-06-05 11:29:00,1991-06-05 11:30:00,4847,,,,,,,
1991-06-06,O,1991-06-06 01:50:00,1991-06-06 16:00:00,1991-06-06 11:29:00,1991-06-06 11:30:00,4846,,,,,,,
1991-06-07,O,1991-06-07 01:50:00,1991-06-07 16:00:00,1991-06-07 11:29:00,1991-06-07 11:30:00,4845,,,,,,,
1991-06-10,O,1991-06-10 01:50:00,1991-06-10 16:00:00,1991-06-10 11:29:00,1991-06-10 11:30:00,4844,,,,,,,
1991-06-11,O,1991-06-11 01:50:00,1991-06-11 16:00:00,1991-06-11 11:29:00,1991-06-11 11:30:00,4843,,,,,,,
1991-06-12,O,1991-06-12 01:50:00,1991-06-12 16:00:00,1991-06-12 11:29:00,1991-06-12 11:30:00,4842,,,,,,,
1991-06-13,O,1991-06-13 01:50:00,1991-06-13 16:00:00,1991-06-13 11:29:00,1991-06-13 11:30:00,4841,,,,,,,
1991-06-14,O,1991-06-14 01:50:00,1991-06-14 16:00:00,1991-06-14 11:29:00,1991-06-14 11:30:00,4840,,,,,,,
1991-06-17,O,1991-06-17 01:50:00,1991-06-17 16:00:00,1991-06-17 11:29:00,1991-06-17 11:30:00,4839,,,,,,,
1991-06-18,O,1991-06-18 01:50:00,1991-06-18 16:00:00,1991-06-18 11:29:00,1991-06-18 11:30:00,4838,,,,,,,
1991-06-19,O,1991-06-19 01:50:00,1991-06-19 16:00:00,1991-06-19 11:29:00,1991-06-19 11:30:00,4837,,,,,,,
1991-06-20,O,1991-06-20 01:50:00,1991-06-20 16:00:00,1991-06-20 11:29:00,1991-06-20 11:30:00,4836,,,,,,,
1991-06-21,O,1991-06-21 01:50:00,1991-06-21 16:00:00,1991-06-21 11:29:00,1991-06-21 11:30:00,4835,,,,,,,
1991-06-24,O,1991-06-24 01:50:00,1991-06-24 16:00:00,1991-06-24 11:29:00,1991-06-24 11:30:00,4834,,,,,,,
1991-06-25,O,1991-06-25 01:50:00,1991-06-25 16:00:00,1991-06-25 11:29:00,1991-06-25 11:30:00,4833,,,,,,,
1991-06-26,O,1991-06-26 01:50:00,1991-06-26 16:00:00,1991-06-26 11:29:00,1991-06-26 11:30:00,4832,,,,,,,
1991-06-27,O,1991-06-27 01:50:00,1991-06-27 16:00:00,1991-06-27 11:29:00,1991-06-27 11:30:00,4831,,,,,,,
1991-06-28,O,1991-06-28 01:50:00,1991-06-28 16:00:00,1991-06-28 11:29:00,1991-06-28 11:30:00,4830,,,,,,,
1991-07-01,O,1991-07-01 01:50:00,1991-07-01 16:00:00,1991-07-01 11:29:00,1991-07-01 11:30:00,4829,,,,,,,
1991-07-02,O,1991-07-02 01:50:00,1991-07-02 16:00:00,1991-07-02 11:29:00,1991-07-02 11:30:00,4828,,,,,,,
1991-07-03,O,1991-07-03 01:50:00,1991-07-03 16:00:00,1991-07-03 11:29:00,1991-07-03 11:30:00,4827,,,,,,,
1991-07-04,O,1991-07-04 01:50:00,1991-07-04 16:00:00,1991-07-04 11:29:00,1991-07-04 11:30:00,4826,,,,,,,
1991-07-05,O,1991-07-05 01:50:00,1991-07-05 16:00:00,1991-07-05 11:29:00,1991-07-05 11:30:00,4825,,,,,,,
1991-07-08,O,1991-07-08 01:50:00,1991-07-08 16:00:00,1991-07-08 11:29:00,1991-07-08 11:30:00,4824,,,,,,,
1991-07-09,O,1991-07-09 01:50:00,1991-07-09 16:00:00,1991-07-09 11:29:00,1991-07-09 11:30:00,4823,,,,,,,
1991-07-10,O,1991-07-10 01:50:00,1991-07-10 16:00:00,1991-07-10 11:29:00,1991-07-10 11:30:00,4822,,,,,,,
1991-07-11,O,1991-07-11 01:50:00,1991-07-11 16:00:00,1991-07-11 11:29:00,1991-07-11 11:30:00,4821,,,,,,,
1991-07-12,O,1991-07-12 01:50:00,1991-07-12 16:00:00,1991-07-12 11:29:00,1991-07-12 11:30:00,4820,,,,,,,
1991-07-15,O,1991-07-15 01:50:00,1991-07-15 16:00:00,1991-07-15 11:29:00,1991-07-15 11:30:00,4819,,,,,,,
1991-07-16,O,1991-07-16 01:50:00,1991-07-16 16:00:00,1991-07-16 11:29:00,1991-07-16 11:30:00,4818,,,,,,,
1991-07-17,O,1991-07-17 01:50:00,1991-07-17 16:00:00,1991-07-17 11:29:00,1991-07-17 11:30:00,4817,,,,,,,
1991-07-18,O,1991-07-18 01:50:00,1991-07-18 16:00:00,1991-07-18 11:29:00,1991-07-18 11:30:00,4816,,,,,,,
1991-07-19,O,1991-07-19 01:50:00,1991-07-19 16:00:00,1991-07-19 11:29:00,1991-07-19 11:30:00,4815,,,,,,,
1991-07-22,O,1991-07-22 01:50:00,1991-07-22 16:00:00,1991-07-22 11:29:00,1991-07-22 11:30:00,4814,,,,,,,
1991-07-23,O,1991-07-23 01:50:00,1991-07-23 16:00:00,1991-07-23 11:29:00,1991-07-23 11:30:00,4813,,,,,,,
1991-07-24,O,1991-07-24 01:50:00,1991-07-24 16:00:00,1991-07-24 11:29:00,1991-07-24 11:30:00,4812,,,,,,,
1991-07-25,O,1991-07-25 01:50:00,1991-07-25 16:00:00,1991-07-25 11:29:00,1991-07-25 11:30:00,4811,,,,,,,
1991-07-26,O,1991-07-26 01:50:00,1991-07-26 16:00:00,1991-07-26 11:29:00,1991-07-26 11:30:00,4810,,,,,,,
1991-07-29,O,1991-07-29 01:50:00,1991-07-29 16:00:00,1991-07-29 11:29:00,1991-07-29 11:30:00,4809,,,,,,,
1991-07-30,O,1991-07-30 01:50:00,1991-07-30 16:00:00,1991-07-30 11:29:00,1991-07-30 11:30:00,4808,,,,,,,
1991-07-31,O,1991-07-31 01:50:00,1991-07-31 16:00:00,1991-07-31 11:29:00,1991-07-31 11:30:00,4807,,,,,,,
1991-08-01,O,1991-08-01 01:50:00,1991-08-01 16:00:00,1991-08-01 11:29:00,1991-08-01 11:30:00,4806,,,,,,,
1991-08-02,O,1991-08-02 01:50:00,1991-08-02 16:00:00,1991-08-02 11:29:00,1991-08-02 11:30:00,4805,,,,,,,
1991-08-05,O,1991-08-05 01:50:00,1991-08-05 16:00:00,1991-08-05 11:29:00,1991-08-05 11:30:00,4804,,,,,,,
1991-08-06,O,1991-08-06 01:50:00,1991-08-06 16:00:00,1991-08-06 11:29:00,1991-08-06 11:30:00,4803,,,,,,,
1991-08-07,O,1991-08-07 01:50:00,1991-08-07 16:00:00,1991-08-07 11:29:00,1991-08-07 11:30:00,4802,,,,,,,
1991-08-08,O,1991-08-08 01:50:00,1991-08-08 16:00:00,1991-08-08 11:29:00,1991-08-08 11:30:00,4801,,,,,,,
1991-08-09,O,1991-08-09 01:50:00,1991-08-09 16:00:00,1991-08-09 11:29:00,1991-08-09 11:30:00,4800,,,,,,,
1991-08-12,O,1991-08-12 01:50:00,1991-08-12 16:00:00,1991-08-12 11:29:00,1991-08-12 11:30:00,4799,,,,,,,
1991-08-13,O,1991-08-13 01:50:00,1991-08-13 16:00:00,1991-08-13 11:29:00,1991-08-13 11:30:00,4798,,,,,,,
1991-08-14,O,1991-08-14 01:50:00,1991-08-14 16:00:00,1991-08-14 11:29:00,1991-08-14 11:30:00,4797,,,,,,,
1991-08-15,O,1991-08-15 01:50:00,1991-08-15 16:00:00,1991-08-15 11:29:00,1991-08-15 11:30:00,4796,,,,,,,
1991-08-16,O,1991-08-16 01:50:00,1991-08-16 16:00:00,1991-08-16 11:29:00,1991-08-16 11:30:00,4795,,,,,,,
1991-08-19,O,1991-08-19 01:50:00,1991-08-19 16:00:00,1991-08-19 11:29:00,1991-08-19 11:30:00,4794,,,,,,,
1991-08-20,O,1991-08-20 01:50:00,1991-08-20 16:00:00,1991-08-20 11:29:00,1991-08-20 11:30:00,4793,,,,,,,
1991-08-21,O,1991-08-21 01:50:00,1991-08-21 16:00:00,1991-08-21 11:29:00,1991-08-21 11:30:00,4792,,,,,,,
1991-08-22,O,1991-08-22 01:50:00,1991-08-22 16:00:00,1991-08-22 11:29:00,1991-08-22 11:30:00,4791,,,,,,,
1991-08-23,O,1991-08-23 01:50:00,1991-08-23 16:00:00,1991-08-23 11:29:00,1991-08-23 11:30:00,4790,,,,,,,
1991-08-26,O,1991-08-26 01:50:00,1991-08-26 16:00:00,1991-08-26 11:29:00,1991-08-26 11:30:00,4789,,,,,,,
1991-08-27,O,1991-08-27 01:50:00,1991-08-27 16:00:00,1991-08-27 11:29:00,1991-08-27 11:30:00,4788,,,,,,,
1991-08-28,O,1991-08-28 01:50:00,1991-08-28 16:00:00,1991-08-28 11:29:00,1991-08-28 11:30:00,4787,,,,,,,
1991-08-29,O,1991-08-29 01:50:00,1991-08-29 16:00:00,1991-08-29 11:29:00,1991-08-29 11:30:00,4786,,,,,,,
1991-08-30,O,1991-08-30 01:50:00,1991-08-30 16:00:00,1991-08-30 11:29:00,1991-08-30 11:30:00,4785,,,,,,,
1991-09-02,O,1991-09-02 01:50:00,1991-09-02 16:00:00,1991-09-02 11:29:00,1991-09-02 11:30:00,4784,,,,,,,
1991-09-03,O,1991-09-03 01:50:00,1991-09-03 16:00:00,1991-09-03 11:29:00,1991-09-03 11:30:00,4783,,,,,,,
1991-09-04,O,1991-09-04 01:50:00,1991-09-04 16:00:00,1991-09-04 11:29:00,1991-09-04 11:30:00,4782,,,,,,,
1991-09-05,O,1991-09-05 01:50:00,1991-09-05 16:00:00,1991-09-05 11:29:00,1991-09-05 11:30:00,4781,,,,,,,
1991-09-06,O,1991-09-06 01:50:00,1991-09-06 16:00:00,1991-09-06 11:29:00,1991-09-06 11:30:00,4780,,,,,,,
1991-09-09,O,1991-09-09 01:50:00,1991-09-09 16:00:00,1991-09-09 11:29:00,1991-09-09 11:30:00,4779,,,,,,,
1991-09-10,O,1991-09-10 01:50:00,1991-09-10 16:00:00,1991-09-10 11:29:00,1991-09-10 11:30:00,4778,,,,,,,
1991-09-11,O,1991-09-11 01:50:00,1991-09-11 16:00:00,1991-09-11 11:29:00,1991-09-11 11:30:00,4777,,,,,,,
1991-09-12,O,1991-09-12 01:50:00,1991-09-12 16:00:00,1991-09-12 11:29:00,1991-09-12 11:30:00,4776,,,,,,,
1991-09-13,O,1991-09-13 01:50:00,1991-09-13 16:00:00,1991-09-13 11:29:00,1991-09-13 11:30:00,4775,,,,,,,
1991-09-16,O,1991-09-16 01:50:00,1991-09-16 16:00:00,1991-09-16 11:29:00,1991-09-16 11:30:00,4774,,,,,,,
1991-09-17,O,1991-09-17 01:50:00,1991-09-17 16:00:00,1991-09-17 11:29:00,1991-09-17 11:30:00,4773,,,,,,,
1991-09-18,O,1991-09-18 01:50:00,1991-09-18 16:00:00,1991-09-18 11:29:00,1991-09-18 11:30:00,4772,,,,,,,
1991-09-19,O,1991-09-19 01:50:00,1991-09-19 16:00:00,1991-09-19 11:29:00,1991-09-19 11:30:00,4771,,,,,,,
1991-09-20,O,1991-09-20 01:50:00,1991-09-20 16:00:00,1991-09-20 11:29:00,1991-09-20 11:30:00,4770,,,,,,,
1991-09-23,O,1991-09-23 01:50:00,1991-09-23 16:00:00,1991-09-23 11:29:00,1991-09-23 11:30:00,4769,,,,,,,
1991-09-24,O,1991-09-24 01:50:00,1991-09-24 16:00:00,1991-09-24 11:29:00,1991-09-24 11:30:00,4768,,,,,,,
1991-09-25,O,1991-09-25 01:50:00,1991-09-25 16:00:00,1991-09-25 11:29:00,1991-09-25 11:30:00,4767,,,,,,,
1991-09-26,O,1991-09-26 01:50:00,1991-09-26 16:00:00,1991-09-26 11:29:00,1991-09-26 11:30:00,4766,,,,,,,
1991-09-27,O,1991-09-27 01:50:00,1991-09-27 16:00:00,1991-09-27 11:29:00,1991-09-27 11:30:00,4765,,,,,,,
1991-09-30,O,1991-09-30 01:50:00,1991-09-30 16:00:00,1991-09-30 11:29:00,1991-09-30 11:30:00,4764,,,,,,,
1991-10-01,O,1991-10-01 01:50:00,1991-10-01 16:00:00,1991-10-01 11:29:00,1991-10-01 11:30:00,4763,,,,,,,
1991-10-02,O,1991-10-02 01:50:00,1991-10-02 16:00:00,1991-10-02 11:29:00,1991-10-02 11:30:00,4762,,,,,,,
1991-10-03,X,,,,,,,,,,,,
1991-10-04,O,1991-10-04 01:50:00,1991-10-04 16:00:00,1991-10-04 11:29:00,1991-10-04 11:30:00,4761,,,,,,,
1991-10-07,O,1991-10-07 01:50:00,1991-10-07 16:00:00,1991-10-07 11:29:00,1991-10-07 11:30:00,4760,,,,,,,
1991-10-08,O,1991-10-08 01:50:00,1991-10-08 16:00:00,1991-10-08 11:29:00,1991-10-08 11:30:00,4759,,,,,,,
1991-10-09,O,1991-10-09 01:50:00,1991-10-09 16:00:00,1991-10-09 11:29:00,1991-10-09 11:30:00,4758,,,,,,,
1991-10-10,O,1991-10-10 01:50:00,1991-10-10 16:00:00,1991-10-10 11:29:00,1991-10-10 11:30:00,4757,,,,,,,
1991-10-11,O,1991-10-11 01:50:00,1991-10-11 16:00:00,1991-10-11 11:29:00,1991-10-11 11:30:00,4756,,,,,,,
1991-10-14,O,1991-10-14 01:50:00,1991-10-14 16:00:00,1991-10-14 11:29:00,1991-10-14 11:30:00,4755,,,,,,,
1991-10-15,O,1991-10-15 01:50:00,1991-10-15 16:00:00,1991-10-15 11:29:00,1991-10-15 11:30:00,4754,,,,,,,
1991-10-16,O,1991-10-16 01:50:00,1991-10-16 16:00:00,1991-10-16 11:29:00,1991-10-16 11:30:00,4753,,,,,,,
1991-10-17,O,1991-10-17 01:50:00,1991-10-17 16:00:00,1991-10-17 11:29:00,1991-10-17 11:30:00,4752,,,,,,,
1991-10-18,O,1991-10-18 01:50:00,1991-10-18 16:00:00,1991-10-18 11:29:00,1991-10-18 11:30:00,4751,,,,,,,
1991-10-21,O,1991-10-21 01:50:00,1991-10-21 16:00:00,1991-10-21 11:29:00,1991-10-21 11:30:00,4750,,,,,,,
1991-10-22,O,1991-10-22 01:50:00,1991-10-22 16:00:00,1991-10-22 11:29:00,1991-10-22 11:30:00,4749,,,,,,,
1991-10-23,O,1991-10-23 01:50:00,1991-10-23 16:00:00,1991-10-23 11:29:00,1991-10-23 11:30:00,4748,,,,,,,
1991-10-24,O,1991-10-24 01:50:00,1991-10-24 16:00:00,1991-10-24 11:29:00,1991-10-24 11:30:00,4747,,,,,,,
1991-10-25,O,1991-10-25 01:50:00,1991-10-25 16:00:00,1991-10-25 11:29:00,1991-10-25 11:30:00,4746,,,,,,,
1991-10-28,O,1991-10-28 01:50:00,1991-10-28 16:00:00,1991-10-28 11:29:00,1991-10-28 11:30:00,4745,,,,,,,
1991-10-29,O,1991-10-29 01:50:00,1991-10-29 16:00:00,1991-10-29 11:29:00,1991-10-29 11:30:00,4744,,,,,,,
1991-10-30,O,1991-10-30 01:50:00,1991-10-30 16:00:00,1991-10-30 11:29:00,1991-10-30 11:30:00,4743,,,,,,,
1991-10-31,O,1991-10-31 01:50:00,1991-10-31 16:00:00,1991-10-31 11:29:00,1991-10-31 11:30:00,4742,,,,,,,
1991-11-01,O,1991-11-01 01:50:00,1991-11-01 16:00:00,1991-11-01 11:29:00,1991-11-01 11:30:00,4741,,,,,,,
1991-11-04,O,1991-11-04 01:50:00,1991-11-04 16:00:00,1991-11-04 11:29:00,1991-11-04 11:30:00,4740,,,,,,,
1991-11-05,O,1991-11-05 01:50:00,1991-11-05 16:00:00,1991-11-05 11:29:00,1991-11-05 11:30:00,4739,,,,,,,
1991-11-06,O,1991-11-06 01:50:00,1991-11-06 16:00:00,1991-11-06 11:29:00,1991-11-06 11:30:00,4738,,,,,,,
1991-11-07,O,1991-11-07 01:50:00,1991-11-07 16:00:00,1991-11-07 11:29:00,1991-11-07 11:30:00,4737,,,,,,,
1991-11-08,O,1991-11-08 01:50:00,1991-11-08 16:00:00,1991-11-08 11:29:00,1991-11-08 11:30:00,4736,,,,,,,
1991-11-11,O,1991-11-11 01:50:00,1991-11-11 16:00:00,1991-11-11 11:29:00,1991-11-11 11:30:00,4735,,,,,,,
1991-11-12,O,1991-11-12 01:50:00,1991-11-12 16:00:00,1991-11-12 11:29:00,1991-11-12 11:30:00,4734,,,,,,,
1991-11-13,O,1991-11-13 01:50:00,1991-11-13 16:00:00,1991-11-13 11:29:00,1991-11-13 11:30:00,4733,,,,,,,
1991-11-14,O,1991-11-14 01:50:00,1991-11-14 16:00:00,1991-11-14 11:29:00,1991-11-14 11:30:00,4732,,,,,,,
1991-11-15,O,1991-11-15 01:50:00,1991-11-15 16:00:00,1991-11-15 11:29:00,1991-11-15 11:30:00,4731,,,,,,,
1991-11-18,O,1991-11-18 01:50:00,1991-11-18 16:00:00,1991-11-18 11:29:00,1991-11-18 11:30:00,4730,,,,,,,
1991-11-19,O,1991-11-19 01:50:00,1991-11-19 16:00:00,1991-11-19 11:29:00,1991-11-19 11:30:00,4729,,,,,,,
1991-11-20,X,,,,,,,,,,,,
1991-11-21,O,1991-11-21 01:50:00,1991-11-21 16:00:00,1991-11-21 11:29:00,1991-11-21 11:30:00,4728,,,,,,,
1991-11-22,O,1991-11-22 01:50:00,1991-11-22 16:00:00,1991-11-22 11:29:00,1991-11-22 11:30:00,4727,,,,,,,
1991-11-25,O,1991-11-25 01:50:00,1991-11-25 16:00:00,1991-11-25 11:29:00,1991-11-25 11:30:00,4726,,,,,,,
1991-11-26,O,1991-11-26 01:50:00,1991-11-26 16:00:00,1991-11-26 11:29:00,1991-11-26 11:30:00,4725,,,,,,,
1991-11-27,O,1991-11-27 01:50:00,1991-11-27 16:00:00,1991-11-27 11:29:00,1991-11-27 11:30:00,4724,,,,,,,
1991-11-28,O,1991-11-28 01:50:00,1991-11-28 16:00:00,1991-11-28 11:29:00,1991-11-28 11:30:00,4723,,,,,,,
1991-11-29,O,1991-11-29 01:50:00,1991-11-29 16:00:00,1991-11-29 11:29:00,1991-11-29 11:30:00,4722,,,,,,,
1991-12-02,O,1991-12-02 01:50:00,1991-12-02 16:00:00,1991-12-02 11:29:00,1991-12-02 11:30:00,4721,,,,,,,
